Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Open Access,Source,EID
"Sthapit E., Björk P., Piramanayagam S., Coudounaris D.N.","57193222394;36634092400;57209853987;35271722300;","Antecedents and outcomes of memorable halal food experiences of non-Muslim tourists",2022,"Journal of Islamic Marketing",,,,"","",,,"10.1108/JIMA-08-2021-0271","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127821333&doi=10.1108%2fJIMA-08-2021-0271&partnerID=40&md5=ae18e03ba57aca1c10ea6448c7f45b2c","Purpose: This study aims to examine the underlying antecedents of memorable halal food experiences by considering how specific internal factors of non-Muslim tourists – novelty seeking, authenticity and sensory appeal – combine with external factors in a restaurant setting – togetherness, experience co-creation and substantive staging of the servicescape – to effect memorable halal food experiences. The study also examined the relationship between memorable halal food experiences and place attachment. Design/methodology/approach: During the first week of August 2021, an online survey was used for data collection and shared on Amazon Mechanical Turk (Mturk) as well as sent to non-Muslim people known to the authors to have had halal food experiences in a tourism setting. A total of 293 valid responses were obtained. Findings: The results revealed that novelty seeking, authenticity, experience co-creation, substantive staging of the servicescape, togetherness and sensory appeal influence memorable halal food experiences. Furthermore, these experiences positively impact place attachment. Originality/value: This is one of the first studies to explore non-Muslim tourists’ memorable halal food experiences. © 2022, Emerald Publishing Limited.",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85127821333
"Adu-Gyamfi R., Kuada J., Asongu S.A.","57201620321;6505761119;55489726500;","An Integrative Framework for Formal and Informal Entrepreneurship Research in Africa",2022,"Journal of African Business",,,,"","",,,"10.1080/15228916.2022.2042102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125360789&doi=10.1080%2f15228916.2022.2042102&partnerID=40&md5=733416d7f76612f6b2313349d3a769e9","It is a well-established practice of many Sub-Saharan African (SSA) governments to aid entrepreneurs within both the formal and informal sectors to enhance their performance and growth. Unfortunately, there is no agreed method by which governments can differentiate between entrepreneurs and target them with the appropriate promotion policies. Thus, despite the good intentions, entrepreneurship policy initiatives have been incorrectly targeted, poorly implemented, and without the desired results, since different entrepreneurs may require different forms of assistance. Some scholars have suggested that without a context-specific classificatory guide, policymakers are unlikely to be accurate in their assessment of the growth capabilities of prospective candidates for specific promotion initiatives and this can explain some of the policy failures. This observation has motivated the present paper. Our objective is to provide a framework that helps identify the different contextual dimensions influencing formal and informal enterprise creation processes in SSA. © 2022 Informa UK Limited, trading as Taylor & Francis Group.",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85125360789
"Montemari M., Taran Y., Schaper S., Nielsen C., Thomsen P., Sort J.","55880957100;36242494700;6603965482;13005497400;57191248235;55825828300;","Business model innovation or Business model imitation–That is the question",2022,"Technology Analysis and Strategic Management",,,,"","",,,"10.1080/09537325.2022.2034780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124314684&doi=10.1080%2f09537325.2022.2034780&partnerID=40&md5=6f9c0639640a875e2c5c6d146e7fbd36","This paper explores the phenomenon of intra-industry Business Model (BM) imitation through the concept of BM configurations and sheds light on how it relates to BM innovation. The analysis focuses on similarities and deviations of BM configurations among 80 companies operating in the industry sector related to Phantom Limb Pain (PLP). Leveraging a questionnaire-based mapping tool, the results show that companies operating within the area of PLP treatment apply relatively similar BM configurations. This indicates that companies mostly imitate the successful BMs of their main competitors in the industry as a whole and in their specific sub-groups, thus potentially ignoring the opportunity to also compete on a BM level. The contribution brought by the paper is twofold. First, it adds to the research stream on BM configurations by showing that this concept can be used not only to analyze and foster cross-industry BM imitation, but also to explore and examine intra-industry BM imitation (or differentiation). Second, the article contributes to the research stream on intra-industry BM imitation by going beyond prior anecdotal evidence and empirically testing the existence of the phenomenon of intra-industry BM imitation and hence, the potential innovation space on a BM level. © 2022 Informa UK Limited, trading as Taylor & Francis Group.",Article,"Article in Press","",Scopus,2-s2.0-85124314684
"Bagirov M., Mateus C.","57207452459;36350070500;","Petroleum prices and equity sector returns in petroleum exporting and importing countries: an analysis of volatility transmissions and hedging",2022,"Applied Economics","54","23",,"2610","2626",,,"10.1080/00036846.2021.1990846","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121353241&doi=10.1080%2f00036846.2021.1990846&partnerID=40&md5=4f5d95220d519813b46d7ba567e1a659","This paper examines the direction and magnitude of volatility transmissions between prices of petroleum and stock sector indices of the net petroleum exporter, Mexico, and the net petroleum importer, the United Kingdom. The sector indices are self-constructed utilizing daily data of 258 unique stocks listed in eight sectors from January 2005 to September 2018 that permits implementing the same methodological framework across two markets. The study applies the VAR-GARCH model that enables to study bidirectional spillover effects. The results provide evidence of volatility spillovers between petroleum prices and sector indices. The effects are more apparent in the case of the net exporter, where the bidirectional volatility transmissions were observed. The computed optimal portfolio weights and hedge ratios considerably vary among sectors of both countries. The findings emphasize the crucial role of comprehending the heterogeneity of sectors for the management of investment portfolios. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",Article,"Final","",Scopus,2-s2.0-85121353241
"Breitsohl J., Jimenez N., Roschk H.","36460645400;35113108100;35604545800;","Investigating consumers’ motives for consumer brand-cyberbullying on social media",2022,"Information Society","38","1",,"1","12",,,"10.1080/01972243.2021.1981507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116124747&doi=10.1080%2f01972243.2021.1981507&partnerID=40&md5=91d7c4929a33880a7e77510e077028f9","In this article we offer the first survey-based study on the motivations that spur consumers to bully others about the brands they support on social media, a phenomenon we term “Consumer Brand-Cyberbullying” (CBC). Analyzing data from 1,203 participants of online brand communities, we find that consumers who seek to be popular and attractive are more likely to engage in CBC, while those who seek to affiliate with close others and help the community are less likely to do so. Consumers who identify with and are loyal to a particular brand are more likely to engage in CBC. Taken together, our study moves us toward a systematic analysis of the relationship between brands and cyberbullying on social media. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85116124747
"Madsen K.M., Yates M.F.","57209279493;57563817900;","Mapping and understanding the potentials of co-creative efforts in museum experience design processes",2021,"Academic Quarter","23",,,"123","139",,,"10.5278/academicquarter.vi23.7033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127661043&doi=10.5278%2facademicquarter.vi23.7033&partnerID=40&md5=dd6cc634788b0bdd0457201ba6a52036","In current museum practice, policy, and literature it is indicated that to be able to live up to today’s communication standards in a museum context, different types of expertise need to come together in collaboration. However, in museum literature, collaborative projects have often been evaluated in terms of their overall perspectives and outcomes, rather than discussing how the collaborative and co-creative efforts are shaped and feed into the designs. Therefore, this paper suggests an initial framework for understanding and discussing collaborative constellations and co-creative processes in museum experience design, by presenting a Venn diagram. This builds on a case study of three recent collaborative constellations between designers, museum professionals and museum visitors. © 2021, Aalborg University. All rights reserved.",Article,"Final","",Scopus,2-s2.0-85127661043
"Coudounaris D.N., Arvidsson H.G.S.","35271722300;57219209143;","Relationships between the big-5 model and effectuation versus causation logics of entrepreneurs in new ventures: The estonian it sector",2021,"Administrative Sciences","11","4","106","","",,,"10.3390/ADMSCI11040106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118386936&doi=10.3390%2fADMSCI11040106&partnerID=40&md5=9f7cffac52bd332e7f5d004f62a83ebc","This study aims to investigate the influence of the big-5 personality traits on causation and effectuation decision-making logics using the entrepreneurial process theory. This is an empirical study based on 113 surveys of managers/entrepreneurs from the Estonian IT sector. The questionnaire was uploaded onto the online platform of connect.ee and the participants were invited to complete it. The study reveals that only conscientiousness positively and significantly predicts causation logic. However, four of the five factors of personality traits positively and significantly predict effectuation logic, i.e., openness, conscientiousness, extraversion, agreeableness, except for neuroticism. Furthermore, only nine of 25 hypotheses are positive and significant, and of the 11 relationships of the model, three are negative and non-significant for causation logic and eight are negative and non-significant for effectuation logic. Finally, there are another five relationships of the model which are positively but non-significantly related. Managers of IT companies in Estonia should think of shifting to effectuation logic as most personality traits predict effectuation logic, and therefore, there is the possibility of a better performance for IT firms. Eight of the 51 items of the model had standardised regression weights below the threshold of 0.500, but only four were extracted from the final model. The extraction of items from the model indicates the need for the re-identification of the constructs of personality traits using, for example, the six-factor personality traits. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85118386936
"Mateus C., Hoang B.T.","36350070500;57222748423;","Frontier Markets, Liberalization and Informational Efficiency: Evidence from Vietnam",2021,"Asia-Pacific Financial Markets","28","4",,"499","526",,,"10.1007/s10690-021-09333-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103992032&doi=10.1007%2fs10690-021-09333-9&partnerID=40&md5=9e3d401b1a2fc73c174c5c6c5e2aeee6","This paper examines the equity market opening in Vietnam, a frontier market that has taken gradual steps of relaxing capital control, by analysing whether liberalization policies in the period 2009–15 have had an impact on informational efficiency. We applied time-varying Hurst exponent during the liberalization period and tested Adaptive Market Hypothesis. The results confirm the role of foreign investors in improving the local market’s efficiency, however, the findings show that the liberalization does not always result in the increase of foreign participation, which then has a limited impact on the efficiency. The study also indicates the importance of governance policies, along with liberalization policies, in completing market structure and market dynamics, that promote equity price reflects truly firm’s intrinsic value. © 2021, The Author(s), under exclusive licence to Springer Japan KK, part of Springer Nature.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85103992032
"Gao Y., Zhang S., Hu Y.","57873086500;55756783200;56580618100;","The effects of public R&D subsidized loans on firms’ R&D outputs: Evidence from China",2021,"Journal of Business Economics and Management","22","6",,"1655","1678",,,"10.3846/jbem.2021.14581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119962441&doi=10.3846%2fjbem.2021.14581&partnerID=40&md5=47cc038aeba8009f2fb0eba5dce126bc",". R&D subsidized loans (tiexi daikuan) is an effective market-driven solution to promote firms’ R&D outputs, including patent applications and new product sales, in China. However, empirical examination on the effects of subsidized loans is insufficient. Using a panel data of manufacturing firms of Jiangsu Province from 2010 to 2014, the study investigates the effects of R&D subsidized loans on firms’ R&D outputs in comparison to that of the direct R&D grants. The results show that R&D subsidized loan recipients significantly outperform those who only receive direct grants in terms of new product sales. Meanwhile, subsidized loans inhibit the recipients’ exploratory patent applications and discourage R&D activities with higher risks. This study contributes to R&D subsidy literature and extends the knowledge in the roles of different types of public sponsorships on firms’ innovation. © 2021 The Author(s). Published by Vilnius Gediminas Technical University.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85119962441
"Ma Q., Huang D., Li H., Hu Y., P. Paudel K., Zhang S., Zhang J.","57201373177;57202902393;57202906613;56580618100;6603654778;57226455211;57226447935;","Effects of Fiscal Decentralization on Garbage Classifications",2021,"Frontiers in Energy Research","9",,"686561","","",,,"10.3389/fenrg.2021.686561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111577064&doi=10.3389%2ffenrg.2021.686561&partnerID=40&md5=d5d4ffed75449631e1cfaf99999aa82c","China has been promoting garbage classification in its rural areas, yet it lacks financial appropriation and fiscal decentralization to support waste processing projects. Though the existing literature has suggested fiscal decentralization strategies between different local government levels, few of the studies ascertain garbage classification efficiency from a quantitative perspective. To bridge the gap, this study examines the optimal fiscal decentralization strategies for garbage classification. It uses an optimization model while considering decision makers’ requirements regarding the fund allocation amounts at different government levels and the classification ratios in villages as constraints and decisions, respectively. A three-stage heuristic algorithm is applied to determine optimal landfill locations and efficient classification ratios for the garbage processing system in rural China, with an analytical discussion on the propositions and properties of the model. Our analytical results suggest that 1) the theoretically optimal solution is conditionally achievable, 2) the applied algorithm can achieve the optimal solution faster when the relationship between governance costs and classification ratios reaches some mathematical conditions, and 3) there is always a potential for increasing the retained funds between different government levels or for reducing the total appropriation from the county government. The numerical experiment on a primary dataset from 12 towns and 143 villages in the Pingyuan county of Guangdong province, China, does not only affirm the qualitative results, but it also provides insights into the difficulties encountered during the implementation of the garbage classification policy in China’s rural areas. © Copyright © 2021 Ma, Huang, Li, Hu, P. Paudel, Zhang and Zhang.",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85111577064
"Daojuan W., Juan W.","57226442645;57226437717;","China-EU economic relations: Where to go? Implications from a longitudinal case study of international acquisition",2021,"China-EU Relations in a New Era of Global Transformation",,,,"227","254",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111615065&partnerID=40&md5=763f80fb5492ba5e329af8acb1966354",[No abstract available],Book Chapter,"Final","",Scopus,2-s2.0-85111615065
"Seehausen J.","54973329000;","Accounting concepts in company law",2021,"European Company and Financial Law Review","18","3",,"398","427",,,"10.1515/ecfr-2021-0019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108912285&doi=10.1515%2fecfr-2021-0019&partnerID=40&md5=d7e8f791c7735043ad7f5981ef3f9a48","Taking as a starting point Peter Hommelhoff’s argumentation that accounting law is, in many respects, linked to company law, the purpose of this article is to discuss one perspective of the links between accounting law and company law: accounting concepts in company law. After a brief outline of the existing EU legislation on accounting and a discussion on whether accounting law is part of company law, some examples of accounting concepts in company law – i.e. examples of accounting concepts that have been ‘implemented’ in company law – are discussed, drawing on the Consolidated Company Law Directive (CCLD) and the Shareholder Rights Directive (SRD 2) as well as the International Accounting Standards (IAS) and the International Financial Reporting Standards (IFRS). These examples are related party transactions, consideration other than in cash and fair value, serious loss of the subscribed capital as well as a few other examples. It is also discussed whether accounting concepts in company law are a ‘good’ or a ‘bad’ thing. Balancing the pros and cons, in the author’s opinion, it is mostly positive that accounting concepts are used in company law in areas where this makes sense – and hence, in the author’s opinion, accounting concepts in company law are mainly a ‘good’ thing. © 2021 De Gruyter. All rights reserved.",Review,"Final","",Scopus,2-s2.0-85108912285
"Christensen J.L., Timmermans B., Dahl M.S., Nielsen K.","8677447900;36700345600;7202205047;56017334100;","Entrepreneurship, experimentation and innovation: Future policy for innovative and growth-oriented entrepreneurs in Denmark",2021,"Globalisation, New and Emerging Technologies, and Sustainable Development: The Danish Innovation System in Transition",,,,"52","69",,,"10.4324/9781003037750-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104801234&doi=10.4324%2f9781003037750-5&partnerID=40&md5=5b2229437b35eda941402562c2d4799b","Entrepreneurship is considered an important driver of any innovation system as entrepreneurs provide new goods and services to the market and spur innovation among incumbent businesses. The design of entrepreneurship policies has been debated extensively. In formulating policies, one of the major questions that emerges is whether policies should promote the entry of more entrepreneurs into the market, and if yes, which type of entry should be promoted, and how can it be implemented? On the one hand, excess entry can lead to a significant waste of resources because the majority of new entrepreneurs fail within a short period, and very few achieve the societal goal of high growth and job creation. On the other hand, focusing on promoting only attractive entrepreneurs, from society’s point of view, might be an impossible exercise. Recently a different rationale for entrepreneurship policy has been suggested, arguing that entrepreneurship is largely about experimentation, where ideas are carried from firm to firm by individuals, despite failures along the way. This chapter discusses these policy directions, reviews the recent literature and points to the future direction of entrepreneurship policy. © Designs and Patents Act 1988.",Book Chapter,"Final","",Scopus,2-s2.0-85104801234
"Christensen J.L., Gregersen B., Holm J.R., Lorenz E.","8677447900;6602129121;36237453800;7101681398;","Globalisation, new and emerging technologies, and sustainable development: The danish innovation system in transition",2021,"Globalisation, New and Emerging Technologies, and Sustainable Development: The Danish Innovation System in Transition",,,,"1","290",,,"10.4324/9781003037750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104801036&doi=10.4324%2f9781003037750&partnerID=40&md5=450e43095a5ffde15c2faa1c4d2b11ea","This book explores the capacity of the Danish innovation system to respond to key societal challenges including the green imperative of achieving growth with environmental sustainability and the need to adapt to new and possibly disruptive changes in technology, often referred to as the Fourth Industrial Revolution. The book is divided into four main parts. The first describes the evolving characteristics of the Danish system of research and innovation with special attention to the role of policy at the national and regional levels. The second part focuses on interorganisational relations, including the position of Danish firms in national and global value chains. The third part examines changes in labour markets and in the educational and training system, and it considers the impact of new technologies including robotics and artificial intelligence on employment and skills. The fourth part turns to issues of climate change and environmental sustainability including an assessment of the Danish economy’s success in meeting the challenges of the UN Sustainable Development Goals. The book will be of particular interest to small countries, of which the Danish innovation system is representative, but it also appeals more broadly to an audience interested in innovation systems and policies to support economic development. © Designs and Patents Act 1988.",Book,"Final","",Scopus,2-s2.0-85104801036
"Christensen J.L., Gregersen B., Holm J.R., Lorenz E.","8677447900;6602129121;36237453800;7101681398;","Preface",2021,"Globalisation, New and Emerging Technologies, and Sustainable Development: The Danish Innovation System in Transition",,,,"xvi","xvii",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104738290&partnerID=40&md5=cf847f5d90e1650f616c771a557e73b6",[No abstract available],Editorial,"Final","",Scopus,2-s2.0-85104738290
"Andersen P.H., Drejer I., Østergaard C.R.","35271298800;8719434800;57214679242;","Supplier firms in transition - the case of Denmark",2021,"Globalisation, New and Emerging Technologies, and Sustainable Development: The Danish Innovation System in Transition",,,,"91","110",,,"10.4324/9781003037750-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104715970&doi=10.4324%2f9781003037750-8&partnerID=40&md5=13403d05e67c056988929bd1483c50c5","In this chapter we identify three types of supplier firms based on their value creation activities towards main customers: detached, technology-focused and integrated suppliers. The supplier types vary in their engagement with their most important customers, but not in performance. The interaction-oriented nature of the Danish innovation system is also reflected in the identified supplier types, and there are no signs of global competition and production relocation undermining this distinctive feature of the Danish system. The study concludes that the globalisation of manufacturing activities is not as great a challenge as might have been expected for Danish suppliers. © Designs and Patents Act 1988.",Book Chapter,"Final","All Open Access, Green",Scopus,2-s2.0-85104715970
"Stamhus J., Nielsen R.N.","57218379236;36997923000;","Collaboration as a cornerstone in public sector innovation - the case of Denmark",2021,"Globalisation, New and Emerging Technologies, and Sustainable Development: The Danish Innovation System in Transition",,,,"130","145",,,"10.4324/9781003037750-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104687062&doi=10.4324%2f9781003037750-10&partnerID=40&md5=a24f41d3d6c2284b75d64da8fb292647","Public sector innovation has politically come more into focus as a tool to meet future challenges. However, there is a need to increase our knowledge on innovation activity in the public sector. In this chapter, we provide insights on innovation in Danish public workplaces by exploring recent survey data. We present evidence on the overall activity levels and types of innovation. We focus on the extent of collaborative innovation between workplaces and firms, citizens, research institutions, etc. Results show that 80% of all types of innovations involve some kind of collaboration, a level similar to that of other Nordic countries. External collaboration on innovation enhances knowledge; competences for problem solving, in turn increase productivity. © Designs and Patents Act 1988.",Book Chapter,"Final","",Scopus,2-s2.0-85104687062
"Andersen P.H., Åberg S.","35271298800;56763835400;","Testing the waters: Translating MNE technology in a base-of-the-pyramid context",2021,"Journal of Cleaner Production","281",,"125195","","",,,"10.1016/j.jclepro.2020.125195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096828230&doi=10.1016%2fj.jclepro.2020.125195&partnerID=40&md5=0b34df04393d55a1ea5aa3a65d06784d","Multinational enterprises (MNEs) face significant challenges when applying their technologies in base-of-the-pyramid (BoP) contexts. This paper explores the mobilization of MNE technologies and local actors in the case of Grundfos LIFELINK and deploys an actor-network theory (ANT) translation framework to unravel immersion processes of MNE technologies in local BoP contexts. The study adopts a longitudinal single-case design to analyze the introduction of MNE pump technology, which provides clean water in Kenyan rural villages. The findings show that a lack of understanding of the local BoP context leads to failure in mobilizing relevant actors for the intended water-provision network and, subsequently, to an initial rejection of the technology. By focusing more on the local actors and by mobilizing additional actors, the MNE technology is successfully translated into the BoP context—albeit without the intended creation of MNE value. The paper contributes to the understanding of how MNEs can achieve technology development in BoP contexts, as well as to the evolution of BoP approaches. © 2020 Elsevier Ltd",Article,"Final","",Scopus,2-s2.0-85096828230
"Andersen P.H.","35271298800;","How do big data impact business market relationships?",2021,"Big Data in Small Business: Data-Driven Growth in Small and Medium-Sized Enterprises",,,,"173","190",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130661350&partnerID=40&md5=b46e4bd154766c79a699100bd0fc10e9","Informal and personal relationships are often seen as the principal competitive advantage of small enterprises. How do big data impact on small business ability to maintain their competitive performance? Big data’s impact on small business practices depends on the interaction patterns between buyers and sellers - moves and countermoves as they unfold in a continuous and interactive market process. The contribution investigates how big data potentially create possibilities for small business for a data-supported market relationship presence. It discusses big data as a resource and match the problematics, tasks, and concerns of small business owners with the potential services rendered by big data, building on small business and entrepreneurship literature. © Carsten Lund Pedersen, Adam Lindgreen, Thomas Ritter and Torsten Ringberg 2021.",Book Chapter,"Final","",Scopus,2-s2.0-85130661350
"Rana M.B., Allen M.M.C.","55814389400;14819079300;","Why apparel suppliers are locked into the upgrading ladder in Bangladesh: An institutional and business systems perspective",2021,"Upgrading the Global Garment Industry: Internationalization, Capabilities and Sustainability",,,,"138","161",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130197195&partnerID=40&md5=8b02d2aa6e3890d425a80c3a65c1516c","Research drawing on the global value chain (GVC) literature highlights how industries/firms upgrade on the technical, social and functional ‘ladder’; however, studies have ignored why firms in a particular industry are locked into a particular stage on the upgrading ladder. Using a firm-and institutional-level analysis, our study investigates a critical case from the Bangladeshi garment industry and explores the reasons, rooted in institutions and the business system, that cause firms to become ‘locked in’ at a particular stage of the upgrading ladder. We analyse the nature of the institutions and business systems of Bangladesh and examine how the characteristics of institutions and business systems affect firms’ lock-in. Our study explores four causes of ‘lock-in’: i) a lack of socially-constructed entrepreneurial vision (i.e. focusing on multiple venture creation, political affiliation and power, supply and manufacturing capacity and profit maximization) and ii) ownership and management characteristics, which do not support upgrading to own brand manufacturing (OBM), iii) the nature of governance between buyers and suppliers, and iv) inconsistency in institutional characteristics. The latter issue is seen, for example, in low levels of trust between firms, a lack of government incentives for design lab development and brand internationalisation, inadequate management of bank financing for upgrading, a lack of intermediary institutions to support internationalisation, and low-quality management education. Our study contributes to the GVC and business systems literature by exploring the reasons for the ‘lock-in’ condition that existing literatures have ignored. © Mohammad B. Rana and Matthew M.C. Allen 2021.",Book Chapter,"Final","",Scopus,2-s2.0-85130197195
"Rana M.B., Allen M.M.C., Servais P.","55814389400;14819079300;56241011600;","Supplier internationalization in the global apparel value chain from Bangladesh to Ethiopia: The buyer’s business model, institutions and entrepreneurial capability",2021,"Upgrading the Global Garment Industry: Internationalization, Capabilities and Sustainability",,,,"13","45",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130145532&partnerID=40&md5=c63de5fb8d648c65e2bbadba619a6bf9","Current research highlights the internationalization of firms in downstream value chains, such as marketing and sales; however, studies have overlooked supplier internationalization into up-stream value chains. Drawing on internationalization and GVC perspectives, we examine the critical case of DBL Apparel Company from Bangladesh, which supplies many global brands, including Sweden’s H & M, and has internationalized into Ethiopia. As the company appears to be the first Bangladeshi garment firm to have internationalized, we conduct an in-depth examination over a three-year period of the process and the antecedents affecting the firm’s overseas expansion. We explore how the buyer’s business model, institutional features, and the supplier’s entrepreneurial capability influence DBL’s internationalization. In particular, our study demonstrates how the buyer’s market-driving approach, value creation, delivery, and proposition shape how the buyer shows commitment to the supplier’s internationalization. At the same time, the supplier’s entrepreneurial capability, consisting of visionary leadership, commitment, learning intent, absorptive capacity, and dynamic management skills contribute to its decision to internationalize. Our analysis reveals that a supplier firm does not move toward internationalization based on one-sided commitment only; instead, it is the ‘shared commitment’ of both buyer and supplier in the GVC that contributes to the supplier’s decision to internationalize. We also demonstrate the influence of institutional characteristics in both home and host countries, particularly the role of government and the logics of doing business that facilitate the internationalization decision and process. Our study contributes to internationalization business and GVC literatures. © Mohammad B. Rana and Matthew M.C. Allen 2021.",Book Chapter,"Final","",Scopus,2-s2.0-85130145532
"Dumay J., Nielsen C., Lund M., Massaro M., Guthrie J.","16237803000;13005497400;56067434100;55522940600;8396129000;","Research Handbook on Intellectual Capital and Business",2021,"Research Handbook on Intellectual Capital and Business",,,,"1","400",,,"10.4337/9781785365324","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129881798&doi=10.4337%2f9781785365324&partnerID=40&md5=c7190bfad9fcdf6ecf9ddfcd250fa91b","This essential Research Handbook examines the state-of-the-art methodologies being applied to the expanding field of intellectual capital (IC) research. It offers an overview of the contemporary issues and methods in the field, providing insight and inspiration for emerging and established academics in their own research. © John Dumay, Christian Nielsen, Morten Lund, Maurizio Massaro and James Guthrie 2021.",Book,"Final","",Scopus,2-s2.0-85129881798
"Nielsen C., Lund M.","13005497400;56067434100;","Interventionist research into value creation mechanisms",2021,"Research Handbook on Intellectual Capital and Business",,,,"304","328",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129873773&partnerID=40&md5=57e69f8db516acb81e3ccb1700f66f66","In exploring the notion of value creation at the interface of the disciplines of Intellectual Capital (IC), Knowledge Management (KM) and business models, this chapter discusses the organization of interventionist research activities in order to achieve robust results. We understand robustness in terms of plausibility, which in most research traditions is denoted as validity and reliability. A further important contribution is to provide insight into the structuring of intervention-based research in combination with non-interventionist type methods. Based on a decade of interventionist research relating to value creation with over 100 companies, we illustrate the importance of pre-conception and organization of data-structures and research objectives. We argue that interventionist research projects should adhere to a set number of stages and that the motivation for intervention should be linked to expected learning outcomes and how the contribution from the intervention leads to a value-added contribution. © John Dumay, Christian Nielsen, Morten Lund, Maurizio Massaro and James Guthrie 2021.",Book Chapter,"Final","",Scopus,2-s2.0-85129873773
"Dumay J., Nielsen C., Lund M.","16237803000;13005497400;56067434100;","Introduction: Welcome to the world of intellectual capital",2021,"Research Handbook on Intellectual Capital and Business",,,,"1","4",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129846298&partnerID=40&md5=f7a9d1772468e207beb5f734a65f3de8","Introduction: welcome to the world of intellectual capital John Dumay, Christian Nielsen and Morten Lund Welcome to the world of intellectual capital (IC). It is a world where value is created from something we cannot touch but can identify and me…. © John Dumay, Christian Nielsen, Morten Lund, Maurizio Massaro and James Guthrie 2021.",Editorial,"Final","",Scopus,2-s2.0-85129846298
"Hussinki H., Garanina T., Dumay J.","57211287756;55522266700;16237803000;","Intellectual capital research: European versus North American approaches",2021,"Research Handbook on Intellectual Capital and Business",,,,"71","86",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129800802&partnerID=40&md5=b1fb869b631e9726a2207be955dab434","This chapter analyses the differences between the European and North American research on intellectual capital and intangibles. Our literature review shows that researchers in different parts of the world perceive intellectual capital and intangibles differently, prefer different methodological and conceptual approaches to research, and even use inconsistent vocabulary. By looking at the post-2000 research on intellectual capital and intangibes published in the leading international accounting and management journals, we find that the European research has studied mainly management-related issues with versatile research methods, whereas the American research is more grounded on empirical quantitative methods and accounting perspective. This chapter has implications for future research, by demonstrating the strengths and weaknesses of the European and North American research tradition, and outlining a way to progress the international intellectual capital and intangibles research community. © John Dumay, Christian Nielsen, Morten Lund, Maurizio Massaro and James Guthrie 2021.",Book Chapter,"Final","",Scopus,2-s2.0-85129800802
"Liu X., Wang X., Hu Y., Chang X.","35208483000;57671346300;56580618100;57672263900;","Formation of the dual innovation systems in China",2021,"Catch-Up and Radical Innovation in Chinese State-Owned Enterprises: Exploring Large Infrastructure Projects",,,,"16","29",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129675417&partnerID=40&md5=fe04a9eee0a8fee6e13c2fa8b8cf653f","Over seven decades, the state-owned enterprises (SOEs) have been significantly conducing to China’s economic development. Yet in terms of their innovation, readers may have doubts and enthusiastically wonder how it happens. As SOEs’ existence and development were largely based on the institutional arrangement, their efforts for innovation and ecosystem development were also pertinent to it. This chapter thus demonstrates such institutional influence by revealing how the constant economic reform started in the late 1970s fostered the dual innovation systems, how the dual innovation systems determined the disparate motivations, patterns and accessible resources of SOEs’ and private enterprises’ (PEs’) innovations, and how in such a context the SOEs and PEs were stimulated to build up their specialties with suitable orientations of industry, as well as collaborate and compete with each other. © Xielin Liu, Xiao Wang and Yimei Hu 2021.",Book Chapter,"Final","",Scopus,2-s2.0-85129675417
